randomisation,base,threshold,bin_index,distance_bin,distance_left,distance_right,n_runs,n_runs_ge_threshold,E
86,A,15,7,1600+,1600.0,inf,16059,0,0.0
86,C,5,0,0-25,0.0,25.0,93979,120,0.0012768810053309782
86,C,5,1,25-50,25.0,50.0,82892,94,0.0011340056941562516
86,C,5,2,50-100,50.0,100.0,135089,156,0.0011547942467558425
86,C,5,3,100-200,100.0,200.0,180572,250,0.0013844892895908557
86,C,5,4,200-400,200.0,400.0,172107,288,0.0016733776081158814
86,C,5,5,400-800,400.0,800.0,97395,196,0.002012423635710252
86,C,5,6,800-1600,800.0,1600.0,31034,83,0.00267448604756074
86,C,5,7,1600+,1600.0,inf,12990,46,0.003541185527328714
86,C,10,0,0-25,0.0,25.0,93979,3,3.192202513327445e-05
86,C,10,1,25-50,25.0,50.0,82892,0,0.0
86,C,10,2,50-100,50.0,100.0,135089,1,7.402527222793862e-06
86,C,10,3,100-200,100.0,200.0,180572,5,2.7689785791817115e-05
86,C,10,4,200-400,200.0,400.0,172107,4,2.324135566827613e-05
86,C,10,5,400-800,400.0,800.0,97395,0,0.0
86,C,10,6,800-1600,800.0,1600.0,31034,1,3.2222723464587226e-05
86,C,10,7,1600+,1600.0,inf,12990,1,7.698229407236336e-05
86,C,15,0,0-25,0.0,25.0,93979,0,0.0
86,C,15,1,25-50,25.0,50.0,82892,0,0.0
86,C,15,2,50-100,50.0,100.0,135089,0,0.0
86,C,15,3,100-200,100.0,200.0,180572,0,0.0
86,C,15,4,200-400,200.0,400.0,172107,0,0.0
86,C,15,5,400-800,400.0,800.0,97395,0,0.0
86,C,15,6,800-1600,800.0,1600.0,31034,0,0.0
86,C,15,7,1600+,1600.0,inf,12990,0,0.0
86,G,5,0,0-25,0.0,25.0,94324,84,0.000890547474661804
86,G,5,1,25-50,25.0,50.0,82825,89,0.0010745547841835195
86,G,5,2,50-100,50.0,100.0,135209,151,0.0011167895628249598
86,G,5,3,100-200,100.0,200.0,181134,200,0.001104154935020482
86,G,5,4,200-400,200.0,400.0,172066,245,0.0014238722350725884
86,G,5,5,400-800,400.0,800.0,97912,178,0.0018179589835770897
86,G,5,6,800-1600,800.0,1600.0,31322,96,0.0030649383819679457
86,G,5,7,1600+,1600.0,inf,13254,40,0.003017956843217142
86,G,10,0,0-25,0.0,25.0,94324,0,0.0
86,G,10,1,25-50,25.0,50.0,82825,0,0.0
86,G,10,2,50-100,50.0,100.0,135209,0,0.0
86,G,10,3,100-200,100.0,200.0,181134,0,0.0
86,G,10,4,200-400,200.0,400.0,172066,0,0.0
86,G,10,5,400-800,400.0,800.0,97912,0,0.0
86,G,10,6,800-1600,800.0,1600.0,31322,0,0.0
86,G,10,7,1600+,1600.0,inf,13254,0,0.0
86,G,15,0,0-25,0.0,25.0,94324,0,0.0
86,G,15,1,25-50,25.0,50.0,82825,0,0.0
86,G,15,2,50-100,50.0,100.0,135209,0,0.0
86,G,15,3,100-200,100.0,200.0,181134,0,0.0
86,G,15,4,200-400,200.0,400.0,172066,0,0.0
86,G,15,5,400-800,400.0,800.0,97912,0,0.0
86,G,15,6,800-1600,800.0,1600.0,31322,0,0.0
86,G,15,7,1600+,1600.0,inf,13254,0,0.0
86,T,5,0,0-25,0.0,25.0,89028,864,0.009704811969268095
86,T,5,1,25-50,25.0,50.0,78728,754,0.009577278731836196
86,T,5,2,50-100,50.0,100.0,128396,1157,0.009011184149038912
86,T,5,3,100-200,100.0,200.0,174090,1508,0.008662186225515537
86,T,5,4,200-400,200.0,400.0,168397,1516,0.009002535674626033
86,T,5,5,400-800,400.0,800.0,100627,815,0.008099217903743528
86,T,5,6,800-1600,800.0,1600.0,33900,227,0.006696165191740413
86,T,5,7,1600+,1600.0,inf,14599,76,0.005205836016165491
86,T,10,0,0-25,0.0,25.0,89028,0,0.0
86,T,10,1,25-50,25.0,50.0,78728,1,1.2701961182806625e-05
86,T,10,2,50-100,50.0,100.0,128396,0,0.0
86,T,10,3,100-200,100.0,200.0,174090,0,0.0
86,T,10,4,200-400,200.0,400.0,168397,3,1.7815044211001384e-05
86,T,10,5,400-800,400.0,800.0,100627,0,0.0
86,T,10,6,800-1600,800.0,1600.0,33900,1,2.9498525073746314e-05
86,T,10,7,1600+,1600.0,inf,14599,0,0.0
86,T,15,0,0-25,0.0,25.0,89028,0,0.0
86,T,15,1,25-50,25.0,50.0,78728,0,0.0
86,T,15,2,50-100,50.0,100.0,128396,0,0.0
86,T,15,3,100-200,100.0,200.0,174090,0,0.0
86,T,15,4,200-400,200.0,400.0,168397,1,5.938348070333794e-06
86,T,15,5,400-800,400.0,800.0,100627,0,0.0
86,T,15,6,800-1600,800.0,1600.0,33900,0,0.0
86,T,15,7,1600+,1600.0,inf,14599,0,0.0
87,all,5,0,0-25,0.0,25.0,367142,1958,0.005333086380746414
87,all,5,1,25-50,25.0,50.0,323910,1641,0.005066222098731129
87,all,5,2,50-100,50.0,100.0,528632,2767,0.005234265046383874
87,all,5,3,100-200,100.0,200.0,713147,3664,0.005137790665879545
87,all,5,4,200-400,200.0,400.0,690994,3746,0.005421175871281082
87,all,5,5,400-800,400.0,800.0,390960,2024,0.005177000204624514
87,all,5,6,800-1600,800.0,1600.0,140069,757,0.005404479220955386
87,all,5,7,1600+,1600.0,inf,49074,277,0.005644536821942373
87,all,10,0,0-25,0.0,25.0,367142,3,8.171225302471524e-06
87,all,10,1,25-50,25.0,50.0,323910,0,0.0
87,all,10,2,50-100,50.0,100.0,528632,0,0.0
87,all,10,3,100-200,100.0,200.0,713147,5,7.011177218722087e-06
87,all,10,4,200-400,200.0,400.0,690994,9,1.3024715120536502e-05
87,all,10,5,400-800,400.0,800.0,390960,6,1.534683855125844e-05
87,all,10,6,800-1600,800.0,1600.0,140069,4,2.8557353875589887e-05
87,all,10,7,1600+,1600.0,inf,49074,0,0.0
87,all,15,0,0-25,0.0,25.0,367142,0,0.0
87,all,15,1,25-50,25.0,50.0,323910,0,0.0
87,all,15,2,50-100,50.0,100.0,528632,0,0.0
87,all,15,3,100-200,100.0,200.0,713147,0,0.0
87,all,15,4,200-400,200.0,400.0,690994,2,2.8943811378970005e-06
87,all,15,5,400-800,400.0,800.0,390960,2,5.11561285041948e-06
87,all,15,6,800-1600,800.0,1600.0,140069,2,1.4278676937794944e-05
87,all,15,7,1600+,1600.0,inf,49074,0,0.0
87,A,5,0,0-25,0.0,25.0,90100,936,0.010388457269700333
87,A,5,1,25-50,25.0,50.0,79548,761,0.00956655101322472
87,A,5,2,50-100,50.0,100.0,129963,1235,0.009502704615929149
87,A,5,3,100-200,100.0,200.0,176265,1630,0.009247439934189998
87,A,5,4,200-400,200.0,400.0,173326,1648,0.009508094573231944
87,A,5,5,400-800,400.0,800.0,101595,932,0.00917367980707712
87,A,5,6,800-1600,800.0,1600.0,37969,342,0.009007348099765599
87,A,5,7,1600+,1600.0,inf,13293,117,0.008801624915368992
87,A,10,0,0-25,0.0,25.0,90100,0,0.0
87,A,10,1,25-50,25.0,50.0,79548,0,0.0
87,A,10,2,50-100,50.0,100.0,129963,0,0.0
87,A,10,3,100-200,100.0,200.0,176265,0,0.0
87,A,10,4,200-400,200.0,400.0,173326,2,1.1538949724796048e-05
87,A,10,5,400-800,400.0,800.0,101595,3,2.9529012254540086e-05
87,A,10,6,800-1600,800.0,1600.0,37969,2,5.267455029102689e-05
87,A,10,7,1600+,1600.0,inf,13293,0,0.0
87,A,15,0,0-25,0.0,25.0,90100,0,0.0
87,A,15,1,25-50,25.0,50.0,79548,0,0.0
87,A,15,2,50-100,50.0,100.0,129963,0,0.0
87,A,15,3,100-200,100.0,200.0,176265,0,0.0
87,A,15,4,200-400,200.0,400.0,173326,1,5.769474862398024e-06
87,A,15,5,400-800,400.0,800.0,101595,2,1.968600816969339e-05
87,A,15,6,800-1600,800.0,1600.0,37969,2,5.267455029102689e-05
87,A,15,7,1600+,1600.0,inf,13293,0,0.0
87,C,5,0,0-25,0.0,25.0,93939,134,0.0014264575948221719
87,C,5,1,25-50,25.0,50.0,82976,87,0.0010484959506363285
87,C,5,2,50-100,50.0,100.0,135342,167,0.0012339111288439657
87,C,5,3,100-200,100.0,200.0,181406,224,0.0012347992899904082
87,C,5,4,200-400,200.0,400.0,173067,305,0.0017623232620892486
87,C,5,5,400-800,400.0,800.0,95126,175,0.0018396652860416711
87,C,5,6,800-1600,800.0,1600.0,32693,86,0.0026305325298993667
87,C,5,7,1600+,1600.0,inf,11509,55,0.004778868711443218
87,C,10,0,0-25,0.0,25.0,93939,3,3.1935617794526235e-05
87,C,10,1,25-50,25.0,50.0,82976,0,0.0
87,C,10,2,50-100,50.0,100.0,135342,0,0.0
87,C,10,3,100-200,100.0,200.0,181406,4,2.204998732125729e-05
87,C,10,4,200-400,200.0,400.0,173067,5,2.8890545280151618e-05
87,C,10,5,400-800,400.0,800.0,95126,2,2.1024746126190526e-05
87,C,10,6,800-1600,800.0,1600.0,32693,1,3.0587587556969384e-05
87,C,10,7,1600+,1600.0,inf,11509,0,0.0
87,C,15,0,0-25,0.0,25.0,93939,0,0.0
87,C,15,1,25-50,25.0,50.0,82976,0,0.0
87,C,15,2,50-100,50.0,100.0,135342,0,0.0
87,C,15,3,100-200,100.0,200.0,181406,0,0.0
87,C,15,4,200-400,200.0,400.0,173067,0,0.0
87,C,15,5,400-800,400.0,800.0,95126,0,0.0
87,C,15,6,800-1600,800.0,1600.0,32693,0,0.0
87,C,15,7,1600+,1600.0,inf,11509,0,0.0
87,G,5,0,0-25,0.0,25.0,94080,78,0.0008290816326530612
87,G,5,1,25-50,25.0,50.0,82799,95,0.0011473568521358955
87,G,5,2,50-100,50.0,100.0,135199,172,0.0012721987588665596
87,G,5,3,100-200,100.0,200.0,181264,211,0.0011640480183599611
87,G,5,4,200-400,200.0,400.0,174113,243,0.0013956453567510756
87,G,5,5,400-800,400.0,800.0,95792,147,0.001534574912310005
87,G,5,6,800-1600,800.0,1600.0,32948,100,0.0030350855894136215
87,G,5,7,1600+,1600.0,inf,11851,37,0.0031220994008944393
87,G,10,0,0-25,0.0,25.0,94080,0,0.0
87,G,10,1,25-50,25.0,50.0,82799,0,0.0
87,G,10,2,50-100,50.0,100.0,135199,0,0.0
87,G,10,3,100-200,100.0,200.0,181264,0,0.0
87,G,10,4,200-400,200.0,400.0,174113,0,0.0
87,G,10,5,400-800,400.0,800.0,95792,0,0.0
87,G,10,6,800-1600,800.0,1600.0,32948,0,0.0
87,G,10,7,1600+,1600.0,inf,11851,0,0.0
87,G,15,0,0-25,0.0,25.0,94080,0,0.0
87,G,15,1,25-50,25.0,50.0,82799,0,0.0
87,G,15,2,50-100,50.0,100.0,135199,0,0.0
87,G,15,3,100-200,100.0,200.0,181264,0,0.0
87,G,15,4,200-400,200.0,400.0,174113,0,0.0
87,G,15,5,400-800,400.0,800.0,95792,0,0.0
87,G,15,6,800-1600,800.0,1600.0,32948,0,0.0
87,G,15,7,1600+,1600.0,inf,11851,0,0.0
87,T,5,0,0-25,0.0,25.0,89023,810,0.009098772227401908
87,T,5,1,25-50,25.0,50.0,78587,698,0.008881876137274612
87,T,5,2,50-100,50.0,100.0,128128,1193,0.009311001498501498
87,T,5,3,100-200,100.0,200.0,174212,1599,0.009178472206277408
87,T,5,4,200-400,200.0,400.0,170488,1550,0.009091548965323073
87,T,5,5,400-800,400.0,800.0,98447,770,0.00782146738854409
87,T,5,6,800-1600,800.0,1600.0,36459,229,0.0062810280040593545
87,T,5,7,1600+,1600.0,inf,12421,68,0.0054745994686418165
87,T,10,0,0-25,0.0,25.0,89023,0,0.0
87,T,10,1,25-50,25.0,50.0,78587,0,0.0
87,T,10,2,50-100,50.0,100.0,128128,0,0.0
87,T,10,3,100-200,100.0,200.0,174212,1,5.740132711868299e-06
87,T,10,4,200-400,200.0,400.0,170488,2,1.1731030922997514e-05
87,T,10,5,400-800,400.0,800.0,98447,1,1.0157749855252064e-05
87,T,10,6,800-1600,800.0,1600.0,36459,1,2.7428069886722073e-05
87,T,10,7,1600+,1600.0,inf,12421,0,0.0
87,T,15,0,0-25,0.0,25.0,89023,0,0.0
87,T,15,1,25-50,25.0,50.0,78587,0,0.0
87,T,15,2,50-100,50.0,100.0,128128,0,0.0
87,T,15,3,100-200,100.0,200.0,174212,0,0.0
87,T,15,4,200-400,200.0,400.0,170488,1,5.865515461498757e-06
87,T,15,5,400-800,400.0,800.0,98447,0,0.0
87,T,15,6,800-1600,800.0,1600.0,36459,0,0.0
87,T,15,7,1600+,1600.0,inf,12421,0,0.0
88,all,5,0,0-25,0.0,25.0,367742,2011,0.005468507812542489
88,all,5,1,25-50,25.0,50.0,325767,1701,0.005221523358719575
88,all,5,2,50-100,50.0,100.0,534089,2706,0.005066571301786781
88,all,5,3,100-200,100.0,200.0,716127,3795,0.005299339362990084
88,all,5,4,200-400,200.0,400.0,677102,3468,0.005121828025910424
88,all,5,5,400-800,400.0,800.0,390968,2111,0.0053994188782713675
88,all,5,6,800-1600,800.0,1600.0,141800,756,0.0053314527503526095
88,all,5,7,1600+,1600.0,inf,50333,286,0.005682156835475732
88,all,10,0,0-25,0.0,25.0,367742,4,1.0877191074177005e-05
88,all,10,1,25-50,25.0,50.0,325767,2,6.139357270687332e-06
88,all,10,2,50-100,50.0,100.0,534089,4,7.489388472707732e-06
88,all,10,3,100-200,100.0,200.0,716127,5,6.982001795770862e-06
88,all,10,4,200-400,200.0,400.0,677102,6,8.861294162474781e-06
88,all,10,5,400-800,400.0,800.0,390968,4,1.0231016349164126e-05
88,all,10,6,800-1600,800.0,1600.0,141800,1,7.052186177715092e-06
88,all,10,7,1600+,1600.0,inf,50333,1,1.986768124292214e-05
88,all,15,0,0-25,0.0,25.0,367742,2,5.438595537088502e-06
88,all,15,1,25-50,25.0,50.0,325767,0,0.0
88,all,15,2,50-100,50.0,100.0,534089,0,0.0
88,all,15,3,100-200,100.0,200.0,716127,0,0.0
88,all,15,4,200-400,200.0,400.0,677102,1,1.4768823604124637e-06
88,all,15,5,400-800,400.0,800.0,390968,2,5.115508174582063e-06
88,all,15,6,800-1600,800.0,1600.0,141800,0,0.0
88,all,15,7,1600+,1600.0,inf,50333,1,1.986768124292214e-05
88,A,5,0,0-25,0.0,25.0,90161,925,0.01025942480673462
88,A,5,1,25-50,25.0,50.0,79522,799,0.010047534015744071
88,A,5,2,50-100,50.0,100.0,131304,1209,0.009207640285139828
88,A,5,3,100-200,100.0,200.0,177205,1670,0.009424113315087046
88,A,5,4,200-400,200.0,400.0,170578,1596,0.00935642345437278
88,A,5,5,400-800,400.0,800.0,100837,926,0.009183137142120452
88,A,5,6,800-1600,800.0,1600.0,38389,341,0.008882752871916434
88,A,5,7,1600+,1600.0,inf,14063,135,0.009599658678802532
88,A,10,0,0-25,0.0,25.0,90161,2,2.218254012266945e-05
88,A,10,1,25-50,25.0,50.0,79522,0,0.0
88,A,10,2,50-100,50.0,100.0,131304,0,0.0
88,A,10,3,100-200,100.0,200.0,177205,0,0.0
88,A,10,4,200-400,200.0,400.0,170578,2,1.1724841421519773e-05
88,A,10,5,400-800,400.0,800.0,100837,1,9.916994753909774e-06
88,A,10,6,800-1600,800.0,1600.0,38389,1,2.6049128656646437e-05
88,A,10,7,1600+,1600.0,inf,14063,1,7.110858280594468e-05
88,A,15,0,0-25,0.0,25.0,90161,2,2.218254012266945e-05
88,A,15,1,25-50,25.0,50.0,79522,0,0.0
88,A,15,2,50-100,50.0,100.0,131304,0,0.0
88,A,15,3,100-200,100.0,200.0,177205,0,0.0
88,A,15,4,200-400,200.0,400.0,170578,1,5.862420710759887e-06
88,A,15,5,400-800,400.0,800.0,100837,1,9.916994753909774e-06
88,A,15,6,800-1600,800.0,1600.0,38389,0,0.0
88,A,15,7,1600+,1600.0,inf,14063,1,7.110858280594468e-05
88,C,5,0,0-25,0.0,25.0,94268,123,0.0013047905970212585
88,C,5,1,25-50,25.0,50.0,83460,107,0.001282051282051282
88,C,5,2,50-100,50.0,100.0,136956,166,0.0012120681094658138
88,C,5,3,100-200,100.0,200.0,181925,250,0.001374192661811186
88,C,5,4,200-400,200.0,400.0,169276,235,0.001388265318178596
88,C,5,5,400-800,400.0,800.0,95775,221,0.002307491516575307
88,C,5,6,800-1600,800.0,1600.0,33020,99,0.002998182919442762
88,C,5,7,1600+,1600.0,inf,11378,32,0.0028124450694322375
88,C,10,0,0-25,0.0,25.0,94268,2,2.121610726863835e-05
88,C,10,1,25-50,25.0,50.0,83460,2,2.3963575365444525e-05
88,C,10,2,50-100,50.0,100.0,136956,3,2.1904845351791818e-05
88,C,10,3,100-200,100.0,200.0,181925,4,2.1987082588978975e-05
88,C,10,4,200-400,200.0,400.0,169276,2,1.1815023984498689e-05
88,C,10,5,400-800,400.0,800.0,95775,2,2.0882276168102324e-05
88,C,10,6,800-1600,800.0,1600.0,33020,0,0.0
88,C,10,7,1600+,1600.0,inf,11378,0,0.0
88,C,15,0,0-25,0.0,25.0,94268,0,0.0
88,C,15,1,25-50,25.0,50.0,83460,0,0.0
88,C,15,2,50-100,50.0,100.0,136956,0,0.0
88,C,15,3,100-200,100.0,200.0,181925,0,0.0
88,C,15,4,200-400,200.0,400.0,169276,0,0.0
88,C,15,5,400-800,400.0,800.0,95775,0,0.0
88,C,15,6,800-1600,800.0,1600.0,33020,0,0.0
88,C,15,7,1600+,1600.0,inf,11378,0,0.0
88,G,5,0,0-25,0.0,25.0,94403,112,0.0011864029744817432
88,G,5,1,25-50,25.0,50.0,83634,93,0.0011119879474854725
88,G,5,2,50-100,50.0,100.0,136335,142,0.0010415520592657792
88,G,5,3,100-200,100.0,200.0,182139,211,0.0011584559045564103
88,G,5,4,200-400,200.0,400.0,170149,243,0.0014281600244491592
88,G,5,5,400-800,400.0,800.0,95884,164,0.0017104000667473196
88,G,5,6,800-1600,800.0,1600.0,33829,88,0.002601318395459517
88,G,5,7,1600+,1600.0,inf,11673,30,0.0025700334104343356
88,G,10,0,0-25,0.0,25.0,94403,0,0.0
88,G,10,1,25-50,25.0,50.0,83634,0,0.0
88,G,10,2,50-100,50.0,100.0,136335,0,0.0
88,G,10,3,100-200,100.0,200.0,182139,0,0.0
88,G,10,4,200-400,200.0,400.0,170149,0,0.0
88,G,10,5,400-800,400.0,800.0,95884,0,0.0
88,G,10,6,800-1600,800.0,1600.0,33829,0,0.0
88,G,10,7,1600+,1600.0,inf,11673,0,0.0
88,G,15,0,0-25,0.0,25.0,94403,0,0.0
88,G,15,1,25-50,25.0,50.0,83634,0,0.0
88,G,15,2,50-100,50.0,100.0,136335,0,0.0
88,G,15,3,100-200,100.0,200.0,182139,0,0.0
88,G,15,4,200-400,200.0,400.0,170149,0,0.0
88,G,15,5,400-800,400.0,800.0,95884,0,0.0
88,G,15,6,800-1600,800.0,1600.0,33829,0,0.0
88,G,15,7,1600+,1600.0,inf,11673,0,0.0
88,T,5,0,0-25,0.0,25.0,88910,851,0.009571476774266112
88,T,5,1,25-50,25.0,50.0,79151,702,0.008869123573928314
88,T,5,2,50-100,50.0,100.0,129494,1189,0.009181892597340417
88,T,5,3,100-200,100.0,200.0,174858,1664,0.009516293220784865
88,T,5,4,200-400,200.0,400.0,167099,1394,0.008342359918371744
88,T,5,5,400-800,400.0,800.0,98472,800,0.008124136810463888
88,T,5,6,800-1600,800.0,1600.0,36562,228,0.006235982714293529
88,T,5,7,1600+,1600.0,inf,13219,89,0.006732733187079204
88,T,10,0,0-25,0.0,25.0,88910,0,0.0
88,T,10,1,25-50,25.0,50.0,79151,0,0.0
88,T,10,2,50-100,50.0,100.0,129494,1,7.722365515004557e-06
88,T,10,3,100-200,100.0,200.0,174858,1,5.7189262144139814e-06
88,T,10,4,200-400,200.0,400.0,167099,2,1.1968952537118714e-05
88,T,10,5,400-800,400.0,800.0,98472,1,1.015517101307986e-05
88,T,10,6,800-1600,800.0,1600.0,36562,0,0.0
88,T,10,7,1600+,1600.0,inf,13219,0,0.0
88,T,15,0,0-25,0.0,25.0,88910,0,0.0
88,T,15,1,25-50,25.0,50.0,79151,0,0.0
88,T,15,2,50-100,50.0,100.0,129494,0,0.0
88,T,15,3,100-200,100.0,200.0,174858,0,0.0
88,T,15,4,200-400,200.0,400.0,167099,0,0.0
88,T,15,5,400-800,400.0,800.0,98472,1,1.015517101307986e-05
88,T,15,6,800-1600,800.0,1600.0,36562,0,0.0
88,T,15,7,1600+,1600.0,inf,13219,0,0.0
89,all,5,0,0-25,0.0,25.0,366906,1999,0.0054482619526527234
89,all,5,1,25-50,25.0,50.0,324282,1635,0.005041907968989953
89,all,5,2,50-100,50.0,100.0,528543,2692,0.00509324690706338
89,all,5,3,100-200,100.0,200.0,711972,3688,0.005179978987937728
89,all,5,4,200-400,200.0,400.0,691932,3645,0.005267858691316488
89,all,5,5,400-800,400.0,800.0,401031,2221,0.005538225224483893
89,all,5,6,800-1600,800.0,1600.0,138161,716,0.005182359710772215
89,all,5,7,1600+,1600.0,inf,41101,238,0.005790613367071361
89,all,10,0,0-25,0.0,25.0,366906,3,8.176481169563867e-06
89,all,10,1,25-50,25.0,50.0,324282,0,0.0
89,all,10,2,50-100,50.0,100.0,528543,5,9.459968252346545e-06
89,all,10,3,100-200,100.0,200.0,711972,4,5.618198468479098e-06
89,all,10,4,200-400,200.0,400.0,691932,8,1.156182977518022e-05
89,all,10,5,400-800,400.0,800.0,401031,4,9.974291264266354e-06
89,all,10,6,800-1600,800.0,1600.0,138161,1,7.237932556944435e-06
89,all,10,7,1600+,1600.0,inf,41101,2,4.8660616530011436e-05
89,all,15,0,0-25,0.0,25.0,366906,2,5.450987446375911e-06
89,all,15,1,25-50,25.0,50.0,324282,0,0.0
89,all,15,2,50-100,50.0,100.0,528543,0,0.0
89,all,15,3,100-200,100.0,200.0,711972,1,1.4045496171197744e-06
89,all,15,4,200-400,200.0,400.0,691932,2,2.890457443795055e-06
89,all,15,5,400-800,400.0,800.0,401031,0,0.0
89,all,15,6,800-1600,800.0,1600.0,138161,0,0.0
89,all,15,7,1600+,1600.0,inf,41101,1,2.4330308265005718e-05
89,A,5,0,0-25,0.0,25.0,90042,932,0.0103507252171209
89,A,5,1,25-50,25.0,50.0,79693,755,0.009473855922101064
89,A,5,2,50-100,50.0,100.0,129905,1233,0.009491551518417305
89,A,5,3,100-200,100.0,200.0,176032,1656,0.00940738047627704
89,A,5,4,200-400,200.0,400.0,173682,1635,0.009413756175078591
89,A,5,5,400-800,400.0,800.0,103457,955,0.009230888195095547
89,A,5,6,800-1600,800.0,1600.0,37858,331,0.008743198267209044
89,A,5,7,1600+,1600.0,inf,11390,104,0.009130816505706761
89,A,10,0,0-25,0.0,25.0,90042,2,2.2211856689100642e-05
89,A,10,1,25-50,25.0,50.0,79693,0,0.0
89,A,10,2,50-100,50.0,100.0,129905,0,0.0
89,A,10,3,100-200,100.0,200.0,176032,1,5.6807853117614975e-06
89,A,10,4,200-400,200.0,400.0,173682,3,1.7272947110235948e-05
89,A,10,5,400-800,400.0,800.0,103457,0,0.0
89,A,10,6,800-1600,800.0,1600.0,37858,0,0.0
89,A,10,7,1600+,1600.0,inf,11390,1,8.77963125548727e-05
89,A,15,0,0-25,0.0,25.0,90042,2,2.2211856689100642e-05
89,A,15,1,25-50,25.0,50.0,79693,0,0.0
89,A,15,2,50-100,50.0,100.0,129905,0,0.0
89,A,15,3,100-200,100.0,200.0,176032,1,5.6807853117614975e-06
89,A,15,4,200-400,200.0,400.0,173682,1,5.757649036745316e-06
89,A,15,5,400-800,400.0,800.0,103457,0,0.0
89,A,15,6,800-1600,800.0,1600.0,37858,0,0.0
89,A,15,7,1600+,1600.0,inf,11390,1,8.77963125548727e-05
89,C,5,0,0-25,0.0,25.0,94174,121,0.0012848556926540234
89,C,5,1,25-50,25.0,50.0,83243,97,0.0011652631452494504
89,C,5,2,50-100,50.0,100.0,135305,177,0.001308155648350024
89,C,5,3,100-200,100.0,200.0,180882,256,0.0014152873143817516
89,C,5,4,200-400,200.0,400.0,173597,250,0.0014401170527140446
89,C,5,5,400-800,400.0,800.0,97891,215,0.0021963203971764513
89,C,5,6,800-1600,800.0,1600.0,31798,82,0.002578778539530788
89,C,5,7,1600+,1600.0,inf,9168,35,0.003817626527050611
89,C,10,0,0-25,0.0,25.0,94174,1,1.061864208804978e-05
89,C,10,1,25-50,25.0,50.0,83243,0,0.0
89,C,10,2,50-100,50.0,100.0,135305,4,2.9562839510735007e-05
89,C,10,3,100-200,100.0,200.0,180882,2,1.1056932143607435e-05
89,C,10,4,200-400,200.0,400.0,173597,3,1.7281404632568536e-05
89,C,10,5,400-800,400.0,800.0,97891,4,4.086177483118979e-05
89,C,10,6,800-1600,800.0,1600.0,31798,0,0.0
89,C,10,7,1600+,1600.0,inf,9168,1,0.00010907504363001745
89,C,15,0,0-25,0.0,25.0,94174,0,0.0
89,C,15,1,25-50,25.0,50.0,83243,0,0.0
89,C,15,2,50-100,50.0,100.0,135305,0,0.0
89,C,15,3,100-200,100.0,200.0,180882,0,0.0
89,C,15,4,200-400,200.0,400.0,173597,0,0.0
89,C,15,5,400-800,400.0,800.0,97891,0,0.0
89,C,15,6,800-1600,800.0,1600.0,31798,0,0.0
89,C,15,7,1600+,1600.0,inf,9168,0,0.0
89,G,5,0,0-25,0.0,25.0,93777,110,0.001172995510626273
89,G,5,1,25-50,25.0,50.0,82812,63,0.000760759310244892
89,G,5,2,50-100,50.0,100.0,134738,140,0.0010390535706333774
89,G,5,3,100-200,100.0,200.0,181231,231,0.0012746163735784717
89,G,5,4,200-400,200.0,400.0,174297,247,0.0014171213503387896
89,G,5,5,400-800,400.0,800.0,98950,182,0.001839312784234462
89,G,5,6,800-1600,800.0,1600.0,32410,82,0.0025300833076211046
89,G,5,7,1600+,1600.0,inf,9831,28,0.0028481334553961957
89,G,10,0,0-25,0.0,25.0,93777,0,0.0
89,G,10,1,25-50,25.0,50.0,82812,0,0.0
89,G,10,2,50-100,50.0,100.0,134738,0,0.0
89,G,10,3,100-200,100.0,200.0,181231,0,0.0
89,G,10,4,200-400,200.0,400.0,174297,0,0.0
89,G,10,5,400-800,400.0,800.0,98950,0,0.0
89,G,10,6,800-1600,800.0,1600.0,32410,0,0.0
89,G,10,7,1600+,1600.0,inf,9831,0,0.0
89,G,15,0,0-25,0.0,25.0,93777,0,0.0
89,G,15,1,25-50,25.0,50.0,82812,0,0.0
89,G,15,2,50-100,50.0,100.0,134738,0,0.0
89,G,15,3,100-200,100.0,200.0,181231,0,0.0
89,G,15,4,200-400,200.0,400.0,174297,0,0.0
89,G,15,5,400-800,400.0,800.0,98950,0,0.0
89,G,15,6,800-1600,800.0,1600.0,32410,0,0.0
89,G,15,7,1600+,1600.0,inf,9831,0,0.0
89,T,5,0,0-25,0.0,25.0,88913,836,0.00940244958554992
89,T,5,1,25-50,25.0,50.0,78534,720,0.009168003667201467
89,T,5,2,50-100,50.0,100.0,128595,1142,0.00888059411330145
89,T,5,3,100-200,100.0,200.0,173827,1545,0.008888147410931559
89,T,5,4,200-400,200.0,400.0,170356,1513,0.008881401300805373
89,T,5,5,400-800,400.0,800.0,100733,869,0.008626765806637349
89,T,5,6,800-1600,800.0,1600.0,36095,221,0.006122731680288129
89,T,5,7,1600+,1600.0,inf,10712,71,0.006628080657206871
89,T,10,0,0-25,0.0,25.0,88913,0,0.0
89,T,10,1,25-50,25.0,50.0,78534,0,0.0
89,T,10,2,50-100,50.0,100.0,128595,1,7.776352113223686e-06
89,T,10,3,100-200,100.0,200.0,173827,1,5.752846220667675e-06
89,T,10,4,200-400,200.0,400.0,170356,2,1.1740120688440677e-05
89,T,10,5,400-800,400.0,800.0,100733,0,0.0
89,T,10,6,800-1600,800.0,1600.0,36095,1,2.7704668236597866e-05
89,T,10,7,1600+,1600.0,inf,10712,0,0.0
