randomisation,base,threshold,bin_index,distance_bin,distance_left,distance_right,n_runs,n_runs_ge_threshold,E
57,A,10,5,400-800,400.0,800.0,103928,2,1.9244092063736433e-05
57,A,10,6,800-1600,800.0,1600.0,39306,1,2.5441408436371037e-05
57,A,10,7,1600+,1600.0,inf,12202,2,0.00016390755613833797
57,A,15,0,0-25,0.0,25.0,89652,1,1.115424084236827e-05
57,A,15,1,25-50,25.0,50.0,79294,0,0.0
57,A,15,2,50-100,50.0,100.0,129656,0,0.0
57,A,15,3,100-200,100.0,200.0,176049,0,0.0
57,A,15,4,200-400,200.0,400.0,171972,0,0.0
57,A,15,5,400-800,400.0,800.0,103928,1,9.622046031868217e-06
57,A,15,6,800-1600,800.0,1600.0,39306,1,2.5441408436371037e-05
57,A,15,7,1600+,1600.0,inf,12202,2,0.00016390755613833797
57,C,5,0,0-25,0.0,25.0,94169,111,0.0011787318544319255
57,C,5,1,25-50,25.0,50.0,82745,93,0.0011239349809656172
57,C,5,2,50-100,50.0,100.0,135610,183,0.0013494580045719342
57,C,5,3,100-200,100.0,200.0,180630,232,0.0012843935115982948
57,C,5,4,200-400,200.0,400.0,170673,266,0.0015585359137063274
57,C,5,5,400-800,400.0,800.0,98492,212,0.0021524590829712057
57,C,5,6,800-1600,800.0,1600.0,33533,96,0.0028628515193988013
57,C,5,7,1600+,1600.0,inf,10206,40,0.003919263178522437
57,C,10,0,0-25,0.0,25.0,94169,2,2.1238411791566228e-05
57,C,10,1,25-50,25.0,50.0,82745,0,0.0
57,C,10,2,50-100,50.0,100.0,135610,2,1.4748174913354473e-05
57,C,10,3,100-200,100.0,200.0,180630,2,1.107235785860599e-05
57,C,10,4,200-400,200.0,400.0,170673,3,1.7577472710973617e-05
57,C,10,5,400-800,400.0,800.0,98492,5,5.076554440969825e-05
57,C,10,6,800-1600,800.0,1600.0,33533,1,2.9821369993737513e-05
57,C,10,7,1600+,1600.0,inf,10206,0,0.0
57,C,15,0,0-25,0.0,25.0,94169,0,0.0
57,C,15,1,25-50,25.0,50.0,82745,0,0.0
57,C,15,2,50-100,50.0,100.0,135610,0,0.0
57,C,15,3,100-200,100.0,200.0,180630,0,0.0
57,C,15,4,200-400,200.0,400.0,170673,0,0.0
57,C,15,5,400-800,400.0,800.0,98492,0,0.0
57,C,15,6,800-1600,800.0,1600.0,33533,0,0.0
57,C,15,7,1600+,1600.0,inf,10206,0,0.0
57,G,5,0,0-25,0.0,25.0,94204,111,0.0011782939153326822
57,G,5,1,25-50,25.0,50.0,82879,76,0.0009169994811713462
57,G,5,2,50-100,50.0,100.0,135165,150,0.0011097547442015315
57,G,5,3,100-200,100.0,200.0,181855,224,0.001231750570509472
57,G,5,4,200-400,200.0,400.0,170756,247,0.0014465084682236643
57,G,5,5,400-800,400.0,800.0,98611,183,0.0018557767389033677
57,G,5,6,800-1600,800.0,1600.0,34090,66,0.0019360516280434144
57,G,5,7,1600+,1600.0,inf,10486,26,0.0024794964714857904
57,G,10,0,0-25,0.0,25.0,94204,0,0.0
57,G,10,1,25-50,25.0,50.0,82879,0,0.0
57,G,10,2,50-100,50.0,100.0,135165,0,0.0
57,G,10,3,100-200,100.0,200.0,181855,0,0.0
57,G,10,4,200-400,200.0,400.0,170756,0,0.0
57,G,10,5,400-800,400.0,800.0,98611,0,0.0
57,G,10,6,800-1600,800.0,1600.0,34090,0,0.0
57,G,10,7,1600+,1600.0,inf,10486,0,0.0
57,G,15,0,0-25,0.0,25.0,94204,0,0.0
57,G,15,1,25-50,25.0,50.0,82879,0,0.0
57,G,15,2,50-100,50.0,100.0,135165,0,0.0
57,G,15,3,100-200,100.0,200.0,181855,0,0.0
57,G,15,4,200-400,200.0,400.0,170756,0,0.0
57,G,15,5,400-800,400.0,800.0,98611,0,0.0
57,G,15,6,800-1600,800.0,1600.0,34090,0,0.0
57,G,15,7,1600+,1600.0,inf,10486,0,0.0
57,T,5,0,0-25,0.0,25.0,88371,857,0.009697751524821491
57,T,5,1,25-50,25.0,50.0,78012,683,0.008755063323591243
57,T,5,2,50-100,50.0,100.0,128609,1162,0.009035137509816576
57,T,5,3,100-200,100.0,200.0,173853,1570,0.009030617820802632
57,T,5,4,200-400,200.0,400.0,168728,1510,0.008949314873642786
57,T,5,5,400-800,400.0,800.0,101286,830,0.008194617222518413
57,T,5,6,800-1600,800.0,1600.0,37305,231,0.006192199437072779
57,T,5,7,1600+,1600.0,inf,11601,74,0.0063787604516851995
57,T,10,0,0-25,0.0,25.0,88371,0,0.0
57,T,10,1,25-50,25.0,50.0,78012,0,0.0
57,T,10,2,50-100,50.0,100.0,128609,1,7.775505602251787e-06
57,T,10,3,100-200,100.0,200.0,173853,1,5.751985873122695e-06
57,T,10,4,200-400,200.0,400.0,168728,1,5.926698591816414e-06
57,T,10,5,400-800,400.0,800.0,101286,1,9.873032798214955e-06
57,T,10,6,800-1600,800.0,1600.0,37305,1,2.6806058169146228e-05
57,T,10,7,1600+,1600.0,inf,11601,0,0.0
57,T,15,0,0-25,0.0,25.0,88371,0,0.0
57,T,15,1,25-50,25.0,50.0,78012,0,0.0
57,T,15,2,50-100,50.0,100.0,128609,0,0.0
57,T,15,3,100-200,100.0,200.0,173853,0,0.0
57,T,15,4,200-400,200.0,400.0,168728,0,0.0
57,T,15,5,400-800,400.0,800.0,101286,0,0.0
57,T,15,6,800-1600,800.0,1600.0,37305,1,2.6806058169146228e-05
57,T,15,7,1600+,1600.0,inf,11601,0,0.0
58,all,5,0,0-25,0.0,25.0,367086,1960,0.005339348272611868
58,all,5,1,25-50,25.0,50.0,324509,1692,0.00521403104382313
58,all,5,2,50-100,50.0,100.0,528898,2746,0.005191927365957141
58,all,5,3,100-200,100.0,200.0,713611,3652,0.005117634117187095
58,all,5,4,200-400,200.0,400.0,685415,3624,0.0052873076895019805
58,all,5,5,400-800,400.0,800.0,399239,2166,0.005425321674485709
58,all,5,6,800-1600,800.0,1600.0,136001,714,0.005249961397342667
58,all,5,7,1600+,1600.0,inf,49169,280,0.0056946449998983096
58,all,10,0,0-25,0.0,25.0,367086,1,2.7241572819448306e-06
58,all,10,1,25-50,25.0,50.0,324509,0,0.0
58,all,10,2,50-100,50.0,100.0,528898,4,7.562894924919361e-06
58,all,10,3,100-200,100.0,200.0,713611,8,1.1210589522863297e-05
58,all,10,4,200-400,200.0,400.0,685415,5,7.294850564986176e-06
58,all,10,5,400-800,400.0,800.0,399239,5,1.252382658006858e-05
58,all,10,6,800-1600,800.0,1600.0,136001,2,1.4705774222248365e-05
58,all,10,7,1600+,1600.0,inf,49169,2,4.0676035713559356e-05
58,all,15,0,0-25,0.0,25.0,367086,0,0.0
58,all,15,1,25-50,25.0,50.0,324509,0,0.0
58,all,15,2,50-100,50.0,100.0,528898,1,1.8907237312298402e-06
58,all,15,3,100-200,100.0,200.0,713611,2,2.802647380715824e-06
58,all,15,4,200-400,200.0,400.0,685415,0,0.0
58,all,15,5,400-800,400.0,800.0,399239,2,5.009530632027432e-06
58,all,15,6,800-1600,800.0,1600.0,136001,0,0.0
58,all,15,7,1600+,1600.0,inf,49169,1,2.0338017856779678e-05
58,A,5,0,0-25,0.0,25.0,90127,899,0.009974813318983212
58,A,5,1,25-50,25.0,50.0,79789,756,0.00947499028688165
58,A,5,2,50-100,50.0,100.0,130290,1254,0.009624683398572415
58,A,5,3,100-200,100.0,200.0,176003,1625,0.009232797168230087
58,A,5,4,200-400,200.0,400.0,171970,1638,0.00952491713670989
58,A,5,5,400-800,400.0,800.0,103465,990,0.009568453100082154
58,A,5,6,800-1600,800.0,1600.0,36876,313,0.00848790541273457
58,A,5,7,1600+,1600.0,inf,13539,126,0.009306448038998449
58,A,10,0,0-25,0.0,25.0,90127,0,0.0
58,A,10,1,25-50,25.0,50.0,79789,0,0.0
58,A,10,2,50-100,50.0,100.0,130290,1,7.67518612326349e-06
58,A,10,3,100-200,100.0,200.0,176003,3,1.7045164002886314e-05
58,A,10,4,200-400,200.0,400.0,171970,1,5.814967726929116e-06
58,A,10,5,400-800,400.0,800.0,103465,1,9.665104141497124e-06
58,A,10,6,800-1600,800.0,1600.0,36876,0,0.0
58,A,10,7,1600+,1600.0,inf,13539,1,7.386069872220991e-05
58,A,15,0,0-25,0.0,25.0,90127,0,0.0
58,A,15,1,25-50,25.0,50.0,79789,0,0.0
58,A,15,2,50-100,50.0,100.0,130290,1,7.67518612326349e-06
58,A,15,3,100-200,100.0,200.0,176003,2,1.1363442668590876e-05
58,A,15,4,200-400,200.0,400.0,171970,0,0.0
58,A,15,5,400-800,400.0,800.0,103465,1,9.665104141497124e-06
58,A,15,6,800-1600,800.0,1600.0,36876,0,0.0
58,A,15,7,1600+,1600.0,inf,13539,1,7.386069872220991e-05
58,C,5,0,0-25,0.0,25.0,93989,111,0.0011809892647011884
58,C,5,1,25-50,25.0,50.0,82898,93,0.0011218605997732154
58,C,5,2,50-100,50.0,100.0,134875,155,0.001149212233549583
58,C,5,3,100-200,100.0,200.0,181737,257,0.0014141314096744197
58,C,5,4,200-400,200.0,400.0,171900,264,0.0015357766143106457
58,C,5,5,400-800,400.0,800.0,97588,194,0.001987949338033365
58,C,5,6,800-1600,800.0,1600.0,31768,107,0.0033681692268949888
58,C,5,7,1600+,1600.0,inf,11303,52,0.004600548526939751
58,C,10,0,0-25,0.0,25.0,93989,1,1.0639542925235932e-05
58,C,10,1,25-50,25.0,50.0,82898,0,0.0
58,C,10,2,50-100,50.0,100.0,134875,2,1.4828544949026877e-05
58,C,10,3,100-200,100.0,200.0,181737,4,2.200982738792871e-05
58,C,10,4,200-400,200.0,400.0,171900,4,2.326934264107039e-05
58,C,10,5,400-800,400.0,800.0,97588,2,2.0494323072508915e-05
58,C,10,6,800-1600,800.0,1600.0,31768,1,3.147821707378494e-05
58,C,10,7,1600+,1600.0,inf,11303,1,8.847208705653367e-05
58,C,15,0,0-25,0.0,25.0,93989,0,0.0
58,C,15,1,25-50,25.0,50.0,82898,0,0.0
58,C,15,2,50-100,50.0,100.0,134875,0,0.0
58,C,15,3,100-200,100.0,200.0,181737,0,0.0
58,C,15,4,200-400,200.0,400.0,171900,0,0.0
58,C,15,5,400-800,400.0,800.0,97588,0,0.0
58,C,15,6,800-1600,800.0,1600.0,31768,0,0.0
58,C,15,7,1600+,1600.0,inf,11303,0,0.0
58,G,5,0,0-25,0.0,25.0,94145,100,0.0010621913006532476
58,G,5,1,25-50,25.0,50.0,83241,95,0.001141264521089367
58,G,5,2,50-100,50.0,100.0,135051,145,0.0010736684659869234
58,G,5,3,100-200,100.0,200.0,181247,220,0.0012138131941494205
58,G,5,4,200-400,200.0,400.0,172422,244,0.001415132639686351
58,G,5,5,400-800,400.0,800.0,98092,174,0.001773844961872528
58,G,5,6,800-1600,800.0,1600.0,32263,78,0.002417630102594303
58,G,5,7,1600+,1600.0,inf,11585,27,0.0023305999136814847
58,G,10,0,0-25,0.0,25.0,94145,0,0.0
58,G,10,1,25-50,25.0,50.0,83241,0,0.0
58,G,10,2,50-100,50.0,100.0,135051,0,0.0
58,G,10,3,100-200,100.0,200.0,181247,0,0.0
58,G,10,4,200-400,200.0,400.0,172422,0,0.0
58,G,10,5,400-800,400.0,800.0,98092,0,0.0
58,G,10,6,800-1600,800.0,1600.0,32263,0,0.0
58,G,10,7,1600+,1600.0,inf,11585,0,0.0
58,G,15,0,0-25,0.0,25.0,94145,0,0.0
58,G,15,1,25-50,25.0,50.0,83241,0,0.0
58,G,15,2,50-100,50.0,100.0,135051,0,0.0
58,G,15,3,100-200,100.0,200.0,181247,0,0.0
58,G,15,4,200-400,200.0,400.0,172422,0,0.0
58,G,15,5,400-800,400.0,800.0,98092,0,0.0
58,G,15,6,800-1600,800.0,1600.0,32263,0,0.0
58,G,15,7,1600+,1600.0,inf,11585,0,0.0
58,T,5,0,0-25,0.0,25.0,88825,850,0.009569377990430622
58,T,5,1,25-50,25.0,50.0,78581,748,0.009518840432165537
58,T,5,2,50-100,50.0,100.0,128682,1192,0.009263144806577455
58,T,5,3,100-200,100.0,200.0,174624,1550,0.008876214037016677
58,T,5,4,200-400,200.0,400.0,169123,1478,0.0087392016461392
58,T,5,5,400-800,400.0,800.0,100094,808,0.008072411932783184
58,T,5,6,800-1600,800.0,1600.0,35094,216,0.006154898273209096
58,T,5,7,1600+,1600.0,inf,12742,75,0.0058860461466017895
58,T,10,0,0-25,0.0,25.0,88825,0,0.0
58,T,10,1,25-50,25.0,50.0,78581,0,0.0
58,T,10,2,50-100,50.0,100.0,128682,1,7.771094636390483e-06
58,T,10,3,100-200,100.0,200.0,174624,1,5.726589701301081e-06
58,T,10,4,200-400,200.0,400.0,169123,0,0.0
58,T,10,5,400-800,400.0,800.0,100094,2,1.998121765540392e-05
58,T,10,6,800-1600,800.0,1600.0,35094,1,2.8494899413005074e-05
58,T,10,7,1600+,1600.0,inf,12742,0,0.0
58,T,15,0,0-25,0.0,25.0,88825,0,0.0
58,T,15,1,25-50,25.0,50.0,78581,0,0.0
58,T,15,2,50-100,50.0,100.0,128682,0,0.0
58,T,15,3,100-200,100.0,200.0,174624,0,0.0
58,T,15,4,200-400,200.0,400.0,169123,0,0.0
58,T,15,5,400-800,400.0,800.0,100094,1,9.99060882770196e-06
58,T,15,6,800-1600,800.0,1600.0,35094,0,0.0
58,T,15,7,1600+,1600.0,inf,12742,0,0.0
59,all,5,0,0-25,0.0,25.0,368037,1973,0.005360874042555504
59,all,5,1,25-50,25.0,50.0,323493,1565,0.00483781720160869
59,all,5,2,50-100,50.0,100.0,531238,2730,0.005138939608988815
59,all,5,3,100-200,100.0,200.0,713994,3653,0.00511628949262879
59,all,5,4,200-400,200.0,400.0,676471,3692,0.0054577358083347256
59,all,5,5,400-800,400.0,800.0,400289,2160,0.005396101316798613
59,all,5,6,800-1600,800.0,1600.0,139057,778,0.005594828020164393
59,all,5,7,1600+,1600.0,inf,51349,283,0.0055113049913338135
59,all,10,0,0-25,0.0,25.0,368037,4,1.0868472463366454e-05
59,all,10,1,25-50,25.0,50.0,323493,1,3.0912569978330287e-06
59,all,10,2,50-100,50.0,100.0,531238,5,9.41197730584032e-06
59,all,10,3,100-200,100.0,200.0,713994,1,1.4005719936021872e-06
59,all,10,4,200-400,200.0,400.0,676471,9,1.330433972779321e-05
59,all,10,5,400-800,400.0,800.0,400289,3,7.494585162220296e-06
59,all,10,6,800-1600,800.0,1600.0,139057,2,1.4382591311476589e-05
59,all,10,7,1600+,1600.0,inf,51349,2,3.894915188221776e-05
59,all,15,0,0-25,0.0,25.0,368037,2,5.434236231683227e-06
59,all,15,1,25-50,25.0,50.0,323493,0,0.0
59,all,15,2,50-100,50.0,100.0,531238,0,0.0
59,all,15,3,100-200,100.0,200.0,713994,0,0.0
59,all,15,4,200-400,200.0,400.0,676471,3,4.434779909264403e-06
59,all,15,5,400-800,400.0,800.0,400289,0,0.0
59,all,15,6,800-1600,800.0,1600.0,139057,0,0.0
59,all,15,7,1600+,1600.0,inf,51349,1,1.947457594110888e-05
59,A,5,0,0-25,0.0,25.0,90016,911,0.010120423035904729
59,A,5,1,25-50,25.0,50.0,79155,753,0.009512980860337313
59,A,5,2,50-100,50.0,100.0,130572,1243,0.009519651992770273
59,A,5,3,100-200,100.0,200.0,176670,1669,0.009446991566196864
59,A,5,4,200-400,200.0,400.0,170365,1582,0.009285944883045226
59,A,5,5,400-800,400.0,800.0,103742,995,0.00959110100055908
59,A,5,6,800-1600,800.0,1600.0,37611,335,0.008906968705963681
59,A,5,7,1600+,1600.0,inf,13928,113,0.008113153360137852
59,A,10,0,0-25,0.0,25.0,90016,1,1.1109136153572698e-05
59,A,10,1,25-50,25.0,50.0,79155,0,0.0
59,A,10,2,50-100,50.0,100.0,130572,2,1.5317219618294886e-05
59,A,10,3,100-200,100.0,200.0,176670,0,0.0
59,A,10,4,200-400,200.0,400.0,170365,3,1.7609250726381592e-05
59,A,10,5,400-800,400.0,800.0,103742,0,0.0
59,A,10,6,800-1600,800.0,1600.0,37611,0,0.0
59,A,10,7,1600+,1600.0,inf,13928,1,7.179781734635267e-05
59,A,15,0,0-25,0.0,25.0,90016,1,1.1109136153572698e-05
59,A,15,1,25-50,25.0,50.0,79155,0,0.0
59,A,15,2,50-100,50.0,100.0,130572,0,0.0
59,A,15,3,100-200,100.0,200.0,176670,0,0.0
59,A,15,4,200-400,200.0,400.0,170365,3,1.7609250726381592e-05
59,A,15,5,400-800,400.0,800.0,103742,0,0.0
59,A,15,6,800-1600,800.0,1600.0,37611,0,0.0
59,A,15,7,1600+,1600.0,inf,13928,1,7.179781734635267e-05
59,C,5,0,0-25,0.0,25.0,94468,104,0.0011009018927044078
59,C,5,1,25-50,25.0,50.0,83025,89,0.0010719662752183077
59,C,5,2,50-100,50.0,100.0,135914,173,0.001272863722648145
59,C,5,3,100-200,100.0,200.0,181007,236,0.0013038169794538333
59,C,5,4,200-400,200.0,400.0,169528,288,0.0016988344108347883
59,C,5,5,400-800,400.0,800.0,97321,179,0.0018392741546017818
59,C,5,6,800-1600,800.0,1600.0,32570,98,0.0030089038992938285
59,C,5,7,1600+,1600.0,inf,12225,66,0.005398773006134969
59,C,10,0,0-25,0.0,25.0,94468,2,2.1171190244315535e-05
59,C,10,1,25-50,25.0,50.0,83025,1,1.2044564890093346e-05
59,C,10,2,50-100,50.0,100.0,135914,1,7.357593772532631e-06
59,C,10,3,100-200,100.0,200.0,181007,1,5.524648218024717e-06
59,C,10,4,200-400,200.0,400.0,169528,5,2.9493652965881743e-05
59,C,10,5,400-800,400.0,800.0,97321,3,3.082582382014159e-05
59,C,10,6,800-1600,800.0,1600.0,32570,1,3.0703101013202333e-05
59,C,10,7,1600+,1600.0,inf,12225,1,8.179959100204499e-05
59,C,15,0,0-25,0.0,25.0,94468,0,0.0
59,C,15,1,25-50,25.0,50.0,83025,0,0.0
59,C,15,2,50-100,50.0,100.0,135914,0,0.0
59,C,15,3,100-200,100.0,200.0,181007,0,0.0
59,C,15,4,200-400,200.0,400.0,169528,0,0.0
59,C,15,5,400-800,400.0,800.0,97321,0,0.0
59,C,15,6,800-1600,800.0,1600.0,32570,0,0.0
59,C,15,7,1600+,1600.0,inf,12225,0,0.0
59,G,5,0,0-25,0.0,25.0,94639,111,0.00117287798898974
59,G,5,1,25-50,25.0,50.0,82659,80,0.0009678316940684015
59,G,5,2,50-100,50.0,100.0,136084,137,0.001006731136650892
59,G,5,3,100-200,100.0,200.0,181948,195,0.0010717347813661046
59,G,5,4,200-400,200.0,400.0,169365,242,0.0014288666489534437
59,G,5,5,400-800,400.0,800.0,98181,182,0.0018537191513632984
59,G,5,6,800-1600,800.0,1600.0,33032,95,0.0028759990312424316
59,G,5,7,1600+,1600.0,inf,12138,41,0.003377821716922063
59,G,10,0,0-25,0.0,25.0,94639,0,0.0
59,G,10,1,25-50,25.0,50.0,82659,0,0.0
59,G,10,2,50-100,50.0,100.0,136084,0,0.0
59,G,10,3,100-200,100.0,200.0,181948,0,0.0
59,G,10,4,200-400,200.0,400.0,169365,0,0.0
59,G,10,5,400-800,400.0,800.0,98181,0,0.0
59,G,10,6,800-1600,800.0,1600.0,33032,0,0.0
59,G,10,7,1600+,1600.0,inf,12138,0,0.0
59,G,15,0,0-25,0.0,25.0,94639,0,0.0
59,G,15,1,25-50,25.0,50.0,82659,0,0.0
59,G,15,2,50-100,50.0,100.0,136084,0,0.0
59,G,15,3,100-200,100.0,200.0,181948,0,0.0
59,G,15,4,200-400,200.0,400.0,169365,0,0.0
59,G,15,5,400-800,400.0,800.0,98181,0,0.0
59,G,15,6,800-1600,800.0,1600.0,33032,0,0.0
59,G,15,7,1600+,1600.0,inf,12138,0,0.0
59,T,5,0,0-25,0.0,25.0,88914,847,0.009526058888364037
59,T,5,1,25-50,25.0,50.0,78654,643,0.008175045134386045
59,T,5,2,50-100,50.0,100.0,128668,1177,0.009147573600273573
59,T,5,3,100-200,100.0,200.0,174369,1553,0.008906399646726196
59,T,5,4,200-400,200.0,400.0,167213,1580,0.009449026092468888
59,T,5,5,400-800,400.0,800.0,101045,804,0.007956850908011282
59,T,5,6,800-1600,800.0,1600.0,35844,250,0.006974668005802924
59,T,5,7,1600+,1600.0,inf,13058,63,0.0048246285801807325
59,T,10,0,0-25,0.0,25.0,88914,1,1.124682277256675e-05
59,T,10,1,25-50,25.0,50.0,78654,0,0.0
59,T,10,2,50-100,50.0,100.0,128668,2,1.554388037429664e-05
59,T,10,3,100-200,100.0,200.0,174369,0,0.0
59,T,10,4,200-400,200.0,400.0,167213,1,5.980396261056258e-06
59,T,10,5,400-800,400.0,800.0,101045,0,0.0
59,T,10,6,800-1600,800.0,1600.0,35844,1,2.7898672023211696e-05
59,T,10,7,1600+,1600.0,inf,13058,0,0.0
59,T,15,0,0-25,0.0,25.0,88914,1,1.124682277256675e-05
59,T,15,1,25-50,25.0,50.0,78654,0,0.0
59,T,15,2,50-100,50.0,100.0,128668,0,0.0
59,T,15,3,100-200,100.0,200.0,174369,0,0.0
59,T,15,4,200-400,200.0,400.0,167213,0,0.0
59,T,15,5,400-800,400.0,800.0,101045,0,0.0
59,T,15,6,800-1600,800.0,1600.0,35844,0,0.0
59,T,15,7,1600+,1600.0,inf,13058,0,0.0
60,all,5,0,0-25,0.0,25.0,366982,2008,0.005471658010474628
60,all,5,1,25-50,25.0,50.0,324481,1621,0.0049956700084134355
60,all,5,2,50-100,50.0,100.0,531125,2723,0.005126853377265239
60,all,5,3,100-200,100.0,200.0,709884,3662,0.005158589290644669
60,all,5,4,200-400,200.0,400.0,683103,3656,0.005352047934206116
60,all,5,5,400-800,400.0,800.0,392899,2128,0.00541615020654163
60,all,5,6,800-1600,800.0,1600.0,136869,710,0.0051874420065902435
60,all,5,7,1600+,1600.0,inf,58585,326,0.005564564308270035
60,all,10,0,0-25,0.0,25.0,366982,2,5.4498585761699485e-06
60,all,10,1,25-50,25.0,50.0,324481,2,6.163689091194862e-06
60,all,10,2,50-100,50.0,100.0,531125,4,7.531183807954813e-06
60,all,10,3,100-200,100.0,200.0,709884,5,7.043404274501186e-06
60,all,10,4,200-400,200.0,400.0,683103,3,4.391724234851845e-06
60,all,10,5,400-800,400.0,800.0,392899,8,2.036146694188583e-05
60,all,10,6,800-1600,800.0,1600.0,136869,3,2.1918769041930604e-05
60,all,10,7,1600+,1600.0,inf,58585,0,0.0
60,all,15,0,0-25,0.0,25.0,366982,0,0.0
60,all,15,1,25-50,25.0,50.0,324481,1,3.081844545597431e-06
60,all,15,2,50-100,50.0,100.0,531125,1,1.8827959519887033e-06
60,all,15,3,100-200,100.0,200.0,709884,0,0.0
60,all,15,4,200-400,200.0,400.0,683103,0,0.0
60,all,15,5,400-800,400.0,800.0,392899,3,7.635550103207185e-06
60,all,15,6,800-1600,800.0,1600.0,136869,1,7.306256347310202e-06
60,all,15,7,1600+,1600.0,inf,58585,0,0.0
60,A,5,0,0-25,0.0,25.0,89708,897,0.00999910821777322
60,A,5,1,25-50,25.0,50.0,79548,738,0.009277417408357217
60,A,5,2,50-100,50.0,100.0,130577,1250,0.009572895686070289
60,A,5,3,100-200,100.0,200.0,175760,1697,0.009655211652253073
60,A,5,4,200-400,200.0,400.0,171320,1628,0.009502685033854775
60,A,5,5,400-800,400.0,800.0,101650,920,0.009050664043285785
60,A,5,6,800-1600,800.0,1600.0,37363,317,0.00848432941680272
60,A,5,7,1600+,1600.0,inf,16133,154,0.009545651769664662
60,A,10,0,0-25,0.0,25.0,89708,0,0.0
60,A,10,1,25-50,25.0,50.0,79548,1,1.2571026298587017e-05
60,A,10,2,50-100,50.0,100.0,130577,1,7.658316548856231e-06
60,A,10,3,100-200,100.0,200.0,175760,1,5.689576695493855e-06
60,A,10,4,200-400,200.0,400.0,171320,0,0.0
60,A,10,5,400-800,400.0,800.0,101650,3,2.9513034923757994e-05
60,A,10,6,800-1600,800.0,1600.0,37363,1,2.676444610978776e-05
60,A,10,7,1600+,1600.0,inf,16133,0,0.0
60,A,15,0,0-25,0.0,25.0,89708,0,0.0
60,A,15,1,25-50,25.0,50.0,79548,1,1.2571026298587017e-05
60,A,15,2,50-100,50.0,100.0,130577,0,0.0
60,A,15,3,100-200,100.0,200.0,175760,0,0.0
60,A,15,4,200-400,200.0,400.0,171320,0,0.0
60,A,15,5,400-800,400.0,800.0,101650,3,2.9513034923757994e-05
60,A,15,6,800-1600,800.0,1600.0,37363,1,2.676444610978776e-05
60,A,15,7,1600+,1600.0,inf,16133,0,0.0
60,C,5,0,0-25,0.0,25.0,94133,114,0.0012110524470695717
60,C,5,1,25-50,25.0,50.0,83255,103,0.0012371629331571678
60,C,5,2,50-100,50.0,100.0,135490,147,0.0010849509188870028
60,C,5,3,100-200,100.0,200.0,180132,250,0.0013878711167366153
60,C,5,4,200-400,200.0,400.0,171241,289,0.0016876799364638141
60,C,5,5,400-800,400.0,800.0,96046,188,0.001957395414697124
60,C,5,6,800-1600,800.0,1600.0,32089,91,0.002835862756707906
60,C,5,7,1600+,1600.0,inf,13672,51,0.003730251609128145
60,C,10,0,0-25,0.0,25.0,94133,1,1.0623267079557648e-05
60,C,10,1,25-50,25.0,50.0,83255,1,1.2011290613176386e-05
60,C,10,2,50-100,50.0,100.0,135490,2,1.4761236991659902e-05
60,C,10,3,100-200,100.0,200.0,180132,4,2.2205937867785846e-05
60,C,10,4,200-400,200.0,400.0,171241,3,1.7519168890627828e-05
60,C,10,5,400-800,400.0,800.0,96046,2,2.0823355475501323e-05
60,C,10,6,800-1600,800.0,1600.0,32089,2,6.232665399358036e-05
60,C,10,7,1600+,1600.0,inf,13672,0,0.0
60,C,15,0,0-25,0.0,25.0,94133,0,0.0
60,C,15,1,25-50,25.0,50.0,83255,0,0.0
60,C,15,2,50-100,50.0,100.0,135490,0,0.0
60,C,15,3,100-200,100.0,200.0,180132,0,0.0
60,C,15,4,200-400,200.0,400.0,171241,0,0.0
60,C,15,5,400-800,400.0,800.0,96046,0,0.0
60,C,15,6,800-1600,800.0,1600.0,32089,0,0.0
60,C,15,7,1600+,1600.0,inf,13672,0,0.0
60,G,5,0,0-25,0.0,25.0,94159,98,0.0010407927017066876
60,G,5,1,25-50,25.0,50.0,83099,83,0.0009988086499235851
60,G,5,2,50-100,50.0,100.0,135963,165,0.001213565455307694
60,G,5,3,100-200,100.0,200.0,180627,195,0.0010795728213390024
60,G,5,4,200-400,200.0,400.0,172275,235,0.0013640980989696706
60,G,5,5,400-800,400.0,800.0,96222,187,0.00194342250213049
60,G,5,6,800-1600,800.0,1600.0,32114,84,0.00261568163417824
60,G,5,7,1600+,1600.0,inf,13587,36,0.0026495915213071318
60,G,10,0,0-25,0.0,25.0,94159,0,0.0
60,G,10,1,25-50,25.0,50.0,83099,0,0.0
60,G,10,2,50-100,50.0,100.0,135963,0,0.0
60,G,10,3,100-200,100.0,200.0,180627,0,0.0
60,G,10,4,200-400,200.0,400.0,172275,0,0.0
60,G,10,5,400-800,400.0,800.0,96222,0,0.0
60,G,10,6,800-1600,800.0,1600.0,32114,0,0.0
60,G,10,7,1600+,1600.0,inf,13587,0,0.0
60,G,15,0,0-25,0.0,25.0,94159,0,0.0
60,G,15,1,25-50,25.0,50.0,83099,0,0.0
60,G,15,2,50-100,50.0,100.0,135963,0,0.0
60,G,15,3,100-200,100.0,200.0,180627,0,0.0
60,G,15,4,200-400,200.0,400.0,172275,0,0.0
60,G,15,5,400-800,400.0,800.0,96222,0,0.0
60,G,15,6,800-1600,800.0,1600.0,32114,0,0.0
60,G,15,7,1600+,1600.0,inf,13587,0,0.0
60,T,5,0,0-25,0.0,25.0,88982,899,0.010103166932638062
60,T,5,1,25-50,25.0,50.0,78579,697,0.008870054340218125
60,T,5,2,50-100,50.0,100.0,129095,1161,0.00899337697044812
